"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","direction","core_gene_count","comparison"
"mmu05418","Fluid shear stress and atherosclerosis",104,0.572818328313539,2.00134911820377,5.50436476277469e-06,7.2437440278115e-05,5.05242744541003e-05,1350,"tags=28%, list=13%, signal=25%","16175/22329/21926/13614/18791/19094/12389/16178/68312/20971/68214/12159/18033/18591/18412/15894/23939/14865/13057/16177/15368/19697/16410/16800/11481/20779/16476/29857/12390","Positive NES",29,"STm vs NT"
"mmu04217","Necroptosis",102,0.574132352766795,1.99959251032399,7.6746230409947e-06,9.71134992495099e-05,6.77355393901557e-05,1421,"tags=25%, list=13%, signal=22%","16175/21926/22035/21929/15979/12362/15976/11796/268749/14102/74256/18412/22033/12122/19309/22030/12323/14645/15980/12633/58203/30941/66371/263876/11797/106759","Positive NES",26,"STm vs NT"
"mmu04625","C-type lectin receptor signaling pathway",71,0.62643212979212,2.06821265015661,9.59485206897753e-06,0.000116915049284948,8.15468908786394e-05,1290,"tags=31%, list=12%, signal=27%","21926/18035/56489/19225/16362/19698/12051/12362/19094/16706/18034/18018/18033/234779/74256/19697/18753/12042/20779/13654/16476/29857","Positive NES",22,"STm vs NT"
"mmu03008","Ribosome biogenesis in eukaryotes",71,-0.488241052447895,-1.99192727266366,1.50742797966865e-05,0.000177122787611067,0.00012354109006307,2963,"tags=58%, list=28%, signal=42%","74097/237082/97112/216987/12995/269470/100019/67973/227522/110816/21453/66711/217995/54364/73674/55989/217109/68272/24128/69237/14113/72515/230737/67045/102462/21771/67724/14000/67459/245474/27993/117109/67619/66932/30877/213895/59028/102216272/67134/98956/57815","Negative NES",41,"STm vs NT"
"mmu00900","Terpenoid backbone biosynthesis",21,-0.725022830689104,-2.24193373566672,2.04979557150436e-05,0.000232545773456874,0.000162197979886734,1626,"tags=67%, list=15%, signal=57%","110446/57295/56075/319554/17855/110196/110460/67422/192156/208715/71365/240334/68603/15357","Negative NES",14,"STm vs NT"
"mmu05145","Toxoplasmosis",75,0.601914468436188,2.00548723193812,2.19063193792823e-05,0.000240239302526129,0.000167564127181879,1137,"tags=24%, list=11%, signal=22%","24088/18126/16774/21926/18035/12703/21808/15979/19094/11796/18033/16780/17087/54396/16782/19697/15980/17874","Positive NES",18,"STm vs NT"
"mmu03013","Nucleocytoplasmic transport",97,-0.44639213730859,-1.92269498469037,2.4607748351228e-05,0.000261159651856581,0.000182155828202639,2963,"tags=44%, list=28%, signal=32%","97112/192160/53817/69736/108989/19826/110379/18141/70572/21681/386612/226747/74204/18949/72787/56215/233726/192170/66441/227720/67031/18226/16650/73192/68134/66069/54563/19069/110750/71805/170762/227699/269966/75751/107829/69482/226432/70699/433702/445007/69912/103468/234865","Negative NES",43,"STm vs NT"
"mmu05144","Malaria",14,0.852658887651379,2.07061577938479,2.74619874217978e-05,0.000282343558180359,0.000196931357169471,1137,"tags=64%, list=11%, signal=58%","24088/22329/21926/21808/21825/16173/15894/17295/17874","Positive NES",9,"STm vs NT"
"mmu04936","Alcoholic liver disease",94,0.56812513147815,1.95726907669421,3.23466058918971e-05,0.000322485858740429,0.000224930146233926,1021,"tags=22%, list=10%, signal=20%","14825/20310/21926/330122/12475/12266/18035/56489/19094/22031/11529/18033/14102/16803/21414/17087/80911/19079/56484/64899/19697","Positive NES",21,"STm vs NT"
"mmu05162","Measles",95,0.558389930471131,1.92806487736367,3.42949719115737e-05,0.000331854287026699,0.000231464516307216,673,"tags=16%, list=6%, signal=15%","24088/16175/21929/18035/56489/17857/22031/15976/170770/23961/17858/18033/14102/11783/12122","Positive NES",15,"STm vs NT"
"mmu05169","Epstein-Barr virus infection",156,0.491071564549869,1.78962011493213,4.48060042022513e-05,0.000421176439501162,0.000293765681686941,673,"tags=15%, list=6%, signal=15%","24088/21926/21929/18035/56489/18037/15945/19698/19094/17060/22031/15976/18034/12125/23961/18033/213233/234779/14102/22033/15015/11783/15894/12122","Positive NES",24,"STm vs NT"
